ProductKey,ProductCode,ProductName,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint
445,SH-M897-S,"Men's Sports Shorts, S",1,Black,4,3
446,PA-T100,"Touring-Panniers, Large",1,Grey,4,3
447,LO-C100,Cable Lock,1,NA,4,3
448,PU-0452,Minipump,1,NA,4,3
449,PU-M044,Mountain Pump,1,NA,4,3
450,LT-T990,Taillights - Battery-Powered,1,NA,4,3
451,LT-H902,Headlights - Dual-Beam,1,NA,4,3
452,LT-H903,Headlights - Weatherproof,1,NA,4,3
453,SH-M897-M,"Men's Sports Shorts, M",1,Black,4,3
454,SH-M897-L,"Men's Sports Shorts, L",1,Black,4,3
455,SH-M897-X,"Men's Sports Shorts, XL",1,Black,4,3
456,TG-W091-S,"Women's Tights, S",1,Black,4,3
457,TG-W091-M,"Women's Tights, M",1,Black,4,3
458,TG-W091-L,"Women's Tights, L",1,Black,4,3
459,SB-M891-S,"Men's Bib-Shorts, S",1,Multi,4,3
460,SB-M891-M,"Men's Bib-Shorts, M",1,Multi,4,3
461,SB-M891-L,"Men's Bib-Shorts, L",1,Multi,4,3
462,GL-H102-S,"Half-Finger Gloves, S",1,Black,4,3
463,GL-H102-S,"Half-Finger Gloves, S",1,Black,4,3
464,GL-H102-M,"Half-Finger Gloves, M",1,Black,4,3
465,GL-H102-M,"Half-Finger Gloves, M",1,Black,4,3
466,GL-H102-L,"Half-Finger Gloves, L",1,Black,4,3
467,GL-H102-L,"Half-Finger Gloves, L",1,Black,4,3
468,GL-F110-S,"Full-Finger Gloves, S",1,Black,4,3
469,GL-F110-M,"Full-Finger Gloves, M",1,Black,4,3
470,GL-F110-L,"Full-Finger Gloves, L",1,Black,4,3
471,VE-C304-S,"Classic Vest, S",1,Blue,4,3
472,VE-C304-M,"Classic Vest, M",1,Blue,4,3
473,VE-C304-L,"Classic Vest, L",1,Blue,4,3
474,SH-W890-S,"Women's Mountain Shorts, S",1,Black,4,3
475,SH-W890-M,"Women's Mountain Shorts, M",1,Black,4,3
476,SH-W890-L,"Women's Mountain Shorts, L",1,Black,4,3
477,WB-H098,Water Bottle - 30 oz.,1,NA,4,3
478,BC-M005,Mountain Bottle Cage,1,NA,4,3
479,BC-R205,Road Bottle Cage,1,NA,4,3
480,PK-7098,Patch Kit/8 Patches,1,NA,4,3
481,SO-R809-M,"Racing Socks, M",1,White,4,3
482,SO-R809-L,"Racing Socks, L",1,White,4,3
483,RA-H123,Hitch Rack - 4-Bike,1,NA,4,3
484,CL-9009,Bike Wash - Dissolver,1,NA,4,3
485,FE-6654,Fender Set - Mountain,1,NA,4,3
486,ST-1401,All-Purpose Bike Stand,1,NA,4,3
487,HY-1023-70,Hydration Pack - 70 oz.,1,Silver,4,3
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",1,Yellow,4,3
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",1,Yellow,4,3
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",1,Yellow,4,3
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",1,Yellow,4,3
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",1,Yellow,500,375
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",1,Yellow,500,375
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",1,Yellow,500,375
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",1,Yellow,500,375
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",1,Yellow,500,375
497,FR-T98U-46,"HL Touring Frame - Blue, 46",1,Blue,500,375
498,FR-T98U-50,"HL Touring Frame - Blue, 50",1,Blue,500,375
499,FR-T98U-54,"HL Touring Frame - Blue, 54",1,Blue,500,375
500,FR-T98U-60,"HL Touring Frame - Blue, 60",1,Blue,500,375
501,RD-2308,Rear Derailleur,1,Silver,500,375
502,FR-T67U-50,"LL Touring Frame - Blue, 50",1,Blue,500,375
503,FR-T67U-54,"LL Touring Frame - Blue, 54",1,Blue,500,375
504,FR-T67U-58,"LL Touring Frame - Blue, 58",1,Blue,500,375
505,FR-T67U-62,"LL Touring Frame - Blue, 62",1,Blue,500,375
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",1,Yellow,500,375
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",1,Yellow,500,375
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",1,Yellow,500,375
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",1,Yellow,500,375
510,FR-T67U-44,"LL Touring Frame - Blue, 44",1,Blue,500,375
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",1,Silver,500,375
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",1,Silver,500,375
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",1,Silver,500,375
514,RB-9231,Rear Brakes,1,Silver,500,375
515,SE-M236,LL Mountain Seat/Saddle,1,NA,500,375
516,SE-M798,ML Mountain Seat/Saddle,1,NA,500,375
517,SE-M940,HL Mountain Seat/Saddle,1,NA,500,375
518,SE-R581,LL Road Seat/Saddle,1,NA,500,375
519,SE-R908,ML Road Seat/Saddle,1,NA,500,375
520,SE-R995,HL Road Seat/Saddle,1,NA,500,375
521,SE-T312,LL Touring Seat/Saddle,1,NA,500,375
522,SE-T762,ML Touring Seat/Saddle,1,NA,500,375
523,SE-T924,HL Touring Seat/Saddle,1,NA,500,375
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",1,Silver,500,375
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",1,Silver,500,375
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",1,Silver,500,375
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",1,Silver,500,375
528,TT-M928,Mountain Tire Tube,1,NA,500,375
529,TT-R982,Road Tire Tube,1,NA,500,375
530,TT-T092,Touring Tire Tube,1,NA,500,375
531,FR-M21B-42,"LL Mountain Frame - Black, 42",1,Black,500,375
532,FR-M21B-44,"LL Mountain Frame - Black, 44",1,Black,500,375
533,FR-M21B-48,"LL Mountain Frame - Black, 48",1,Black,500,375
534,FR-M21B-52,"LL Mountain Frame - Black, 52",1,Black,500,375
535,TI-M267,LL Mountain Tire,1,NA,500,375
536,TI-M602,ML Mountain Tire,1,NA,500,375
537,TI-M823,HL Mountain Tire,1,NA,500,375
538,TI-R092,LL Road Tire,1,NA,500,375
539,TI-R628,ML Road Tire,1,NA,500,375
540,TI-R982,HL Road Tire,1,NA,500,375
541,TI-T723,Touring Tire,1,NA,500,375
542,PD-M282,LL Mountain Pedal,1,Silver/Black,500,375
543,PD-M340,ML Mountain Pedal,1,Silver/Black,500,375
544,PD-M562,HL Mountain Pedal,1,Silver/Black,500,375
545,PD-R347,LL Road Pedal,1,Silver/Black,500,375
546,PD-R563,ML Road Pedal,1,Silver/Black,500,375
547,PD-R853,HL Road Pedal,1,Silver/Black,500,375
548,PD-T852,Touring Pedal,1,Silver/Black,500,375
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",1,Silver,500,375
550,FR-M21B-40,"LL Mountain Frame - Black, 40",1,Black,500,375
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",1,Silver,500,375
552,FD-2342,Front Derailleur,1,Silver,500,375
553,HB-T721,LL Touring Handlebars,1,NA,500,375
554,HB-T928,HL Touring Handlebars,1,NA,500,375
555,FB-9873,Front Brakes,1,Silver,500,375
556,CS-4759,LL Crankset,1,Black,500,375
557,CS-6583,ML Crankset,1,Black,500,375
558,CS-9183,HL Crankset,1,Black,500,375
559,CH-0234,Chain,1,Silver,500,375
560,BK-T44U-60,"Touring-2000 Blue, 60",1,Blue,100,75
561,BK-T79Y-46,"Touring-1000 Yellow, 46",1,Yellow,100,75
562,BK-T79Y-50,"Touring-1000 Yellow, 50",1,Yellow,100,75
563,BK-T79Y-54,"Touring-1000 Yellow, 54",1,Yellow,100,75
564,BK-T79Y-60,"Touring-1000 Yellow, 60",1,Yellow,100,75
565,BK-T18U-54,"Touring-3000 Blue, 54",1,Blue,100,75
566,BK-T18U-58,"Touring-3000 Blue, 58",1,Blue,100,75
567,BK-T18U-62,"Touring-3000 Blue, 62",1,Blue,100,75
568,BK-T18Y-44,"Touring-3000 Yellow, 44",1,Yellow,100,75
569,BK-T18Y-50,"Touring-3000 Yellow, 50",1,Yellow,100,75
570,BK-T18Y-54,"Touring-3000 Yellow, 54",1,Yellow,100,75
571,BK-T18Y-58,"Touring-3000 Yellow, 58",1,Yellow,100,75
572,BK-T18Y-62,"Touring-3000 Yellow, 62",1,Yellow,100,75
573,BK-T79U-46,"Touring-1000 Blue, 46",1,Blue,100,75
574,BK-T79U-50,"Touring-1000 Blue, 50",1,Blue,100,75
575,BK-T79U-54,"Touring-1000 Blue, 54",1,Blue,100,75
576,BK-T79U-60,"Touring-1000 Blue, 60",1,Blue,100,75
577,BK-T44U-46,"Touring-2000 Blue, 46",1,Blue,100,75
578,BK-T44U-50,"Touring-2000 Blue, 50",1,Blue,100,75
579,BK-T44U-54,"Touring-2000 Blue, 54",1,Blue,100,75
580,BK-R79Y-40,"Road-350-W Yellow, 40",1,Yellow,100,75
581,BK-R79Y-42,"Road-350-W Yellow, 42",1,Yellow,100,75
582,BK-R79Y-44,"Road-350-W Yellow, 44",1,Yellow,100,75
583,BK-R79Y-48,"Road-350-W Yellow, 48",1,Yellow,100,75
584,BK-R19B-58,"Road-750 Black, 58",1,Black,100,75
585,BK-T18U-44,"Touring-3000 Blue, 44",1,Blue,100,75
586,BK-T18U-50,"Touring-3000 Blue, 50",1,Blue,100,75
587,BK-M38S-38,"Mountain-400-W Silver, 38",1,Silver,100,75
588,BK-M38S-40,"Mountain-400-W Silver, 40",1,Silver,100,75
589,BK-M38S-42,"Mountain-400-W Silver, 42",1,Silver,100,75
590,BK-M38S-46,"Mountain-400-W Silver, 46",1,Silver,100,75
591,BK-M18S-40,"Mountain-500 Silver, 40",1,Silver,100,75
592,BK-M18S-42,"Mountain-500 Silver, 42",1,Silver,100,75
593,BK-M18S-44,"Mountain-500 Silver, 44",1,Silver,100,75
594,BK-M18S-48,"Mountain-500 Silver, 48",1,Silver,100,75
595,BK-M18S-52,"Mountain-500 Silver, 52",1,Silver,100,75
596,BK-M18B-40,"Mountain-500 Black, 40",1,Black,100,75
597,BK-M18B-42,"Mountain-500 Black, 42",1,Black,100,75
598,BK-M18B-44,"Mountain-500 Black, 44",1,Black,100,75
599,BK-M18B-48,"Mountain-500 Black, 48",1,Black,100,75
600,BK-M18B-52,"Mountain-500 Black, 52",1,Black,100,75
601,BB-7421,LL Bottom Bracket,1,NA,500,375
602,BB-8107,ML Bottom Bracket,1,NA,500,375
603,BB-9108,HL Bottom Bracket,1,NA,500,375
604,BK-R19B-44,"Road-750 Black, 44",1,Black,100,75
605,BK-R19B-48,"Road-750 Black, 48",1,Black,100,75
606,BK-R19B-52,"Road-750 Black, 52",1,Black,100,75
