ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount,OrderDate,DueDate,ShipDate,OrderDate,OrderToshipDays,OrderToDueDays
485,20230104,20230116,20230111,23020,SO74349,21.98,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
478,20230104,20230116,20230111,23020,SO74349,9.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
477,20230104,20230116,20230111,23020,SO74349,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
222,20230104,20230116,20230111,23020,SO74349,34.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
529,20230104,20230116,20230111,16071,SO74350,3.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
540,20230104,20230116,20230111,16071,SO74350,32.60,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
477,20230104,20230116,20230111,16816,SO74351,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
477,20230104,20230116,20230111,18472,SO74352,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
237,20230104,20230116,20230111,18472,SO74352,49.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
463,20230104,20230116,20230111,18472,SO74352,24.49,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
485,20230104,20230116,20230111,13919,SO74353,21.98,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
472,20230104,20230116,20230111,13919,SO74353,63.50,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
485,20230104,20230116,20230111,15259,SO74354,21.98,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
528,20230104,20230116,20230111,14785,SO74355,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
217,20230104,20230116,20230111,14785,SO74355,34.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
225,20230104,20230116,20230111,14785,SO74355,8.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
529,20230104,20230116,20230111,19937,SO74356,3.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
539,20230104,20230116,20230111,19937,SO74356,24.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
222,20230104,20230116,20230111,19937,SO74356,34.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
225,20230104,20230116,20230111,19937,SO74356,8.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
539,20230104,20230116,20230111,20136,SO74357,24.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
480,20230104,20230116,20230111,20136,SO74357,2.29,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
528,20230104,20230116,20230111,17938,SO74358,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
536,20230104,20230116,20230111,17938,SO74358,29.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
480,20230104,20230116,20230111,17938,SO74358,2.29,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
477,20230104,20230116,20230111,21837,SO74359,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
473,20230104,20230116,20230111,21837,SO74359,63.50,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
530,20230104,20230116,20230111,27318,SO74360,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
225,20230104,20230116,20230111,27318,SO74360,8.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
541,20230104,20230116,20230111,27318,SO74360,28.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
530,20230104,20230116,20230111,13677,SO74361,4.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
214,20230104,20230116,20230111,13677,SO74361,34.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
537,20230104,20230116,20230111,11218,SO74362,35.00,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
480,20230104,20230116,20230111,11218,SO74362,2.29,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
485,20230104,20230116,20230111,16133,SO74363,21.98,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
217,20230104,20230116,20230111,16133,SO74363,34.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
217,20230104,20230116,20230111,11435,SO74364,34.99,2023-01-04,2023-01-16,2023-01-11,2023-01-04 00:00:00.000,7,12
539,20230105,20230117,20230112,15758,SO74365,24.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,15758,SO74365,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,15758,SO74365,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
539,20230105,20230117,20230112,15186,SO74366,24.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,15186,SO74366,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
536,20230105,20230117,20230112,19651,SO74367,29.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,19651,SO74367,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
485,20230105,20230117,20230112,19651,SO74367,21.98,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,19651,SO74367,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
536,20230105,20230117,20230112,16633,SO74368,29.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,23530,SO74369,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
217,20230105,20230117,20230112,23530,SO74369,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
234,20230105,20230117,20230112,14675,SO74370,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
487,20230105,20230117,20230112,14684,SO74371,54.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
489,20230105,20230117,20230112,18330,SO74372,53.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
214,20230105,20230117,20230112,11091,SO74373,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
489,20230105,20230117,20230112,14265,SO74374,53.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,11644,SO74375,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,11309,SO74376,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,11235,SO74377,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,11235,SO74377,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
465,20230105,20230117,20230112,11235,SO74377,24.49,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,28863,SO74378,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
539,20230105,20230117,20230112,28863,SO74378,24.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
214,20230105,20230117,20230112,28863,SO74378,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,11182,SO74379,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
217,20230105,20230117,20230112,11182,SO74379,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
541,20230105,20230117,20230112,26170,SO74380,28.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
530,20230105,20230117,20230112,13762,SO74381,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
225,20230105,20230117,20230112,13762,SO74381,8.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
541,20230105,20230117,20230112,13762,SO74381,28.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
535,20230105,20230117,20230112,26595,SO74382,24.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,16800,SO74383,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
540,20230105,20230117,20230112,16800,SO74383,32.60,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,16948,SO74384,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
540,20230105,20230117,20230112,16948,SO74384,32.60,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,16948,SO74384,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,25178,SO74385,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
540,20230105,20230117,20230112,25178,SO74385,32.60,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
535,20230105,20230117,20230112,26108,SO74386,24.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,26108,SO74386,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,26108,SO74386,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
536,20230105,20230117,20230112,23590,SO74387,29.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,23590,SO74387,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,23590,SO74387,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
478,20230105,20230117,20230112,21395,SO74388,9.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
217,20230105,20230117,20230112,21395,SO74388,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
490,20230105,20230117,20230112,21395,SO74388,53.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
478,20230105,20230117,20230112,20393,SO74389,9.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,20393,SO74389,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
478,20230105,20230117,20230112,20491,SO74390,9.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
225,20230105,20230117,20230112,20491,SO74390,8.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,20491,SO74390,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
475,20230105,20230117,20230112,20276,SO74391,69.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
225,20230105,20230117,20230112,20276,SO74391,8.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
237,20230105,20230117,20230112,20276,SO74391,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,17549,SO74392,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,17549,SO74392,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,24663,SO74393,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
489,20230105,20230117,20230112,24663,SO74393,53.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,16883,SO74394,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,16883,SO74394,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
481,20230105,20230117,20230112,16883,SO74394,8.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,16239,SO74395,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
214,20230105,20230117,20230112,16239,SO74395,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,16070,SO74396,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
217,20230105,20230117,20230112,16070,SO74396,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,14482,SO74397,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
217,20230105,20230117,20230112,14482,SO74397,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
234,20230105,20230117,20230112,14482,SO74397,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
485,20230105,20230117,20230112,14340,SO74398,21.98,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
485,20230105,20230117,20230112,18642,SO74399,21.98,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
478,20230105,20230117,20230112,18642,SO74399,9.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,18642,SO74399,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
214,20230105,20230117,20230112,18642,SO74399,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
237,20230105,20230117,20230112,18642,SO74399,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
463,20230105,20230117,20230112,18642,SO74399,24.49,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
540,20230105,20230117,20230112,13798,SO74400,32.60,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,13798,SO74400,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
471,20230105,20230117,20230112,13798,SO74400,63.50,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
540,20230105,20230117,20230112,13611,SO74401,32.60,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,13611,SO74401,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,13611,SO74401,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
477,20230105,20230117,20230112,23978,SO74402,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
214,20230105,20230117,20230112,23978,SO74402,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
536,20230105,20230117,20230112,22305,SO74403,29.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,22305,SO74403,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
217,20230105,20230117,20230112,22305,SO74403,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
234,20230105,20230117,20230112,22305,SO74403,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,24042,SO74404,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
481,20230105,20230117,20230112,24042,SO74404,8.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,26863,SO74405,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
529,20230105,20230117,20230112,25790,SO74406,3.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
538,20230105,20230117,20230112,25790,SO74406,21.49,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,25790,SO74406,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
225,20230105,20230117,20230112,25790,SO74406,8.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
530,20230105,20230117,20230112,24185,SO74407,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,24185,SO74407,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
541,20230105,20230117,20230112,14992,SO74408,28.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
530,20230105,20230117,20230112,14992,SO74408,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,14992,SO74408,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
530,20230105,20230117,20230112,27793,SO74409,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
231,20230105,20230117,20230112,27793,SO74409,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
537,20230105,20230117,20230112,11985,SO74410,35.00,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,11985,SO74410,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
528,20230105,20230117,20230112,12203,SO74411,4.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
537,20230105,20230117,20230112,12203,SO74411,35.00,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,12203,SO74411,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
485,20230105,20230117,20230112,12890,SO74412,21.98,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
231,20230105,20230117,20230112,12890,SO74412,49.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
537,20230105,20230117,20230112,12417,SO74413,35.00,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
485,20230105,20230117,20230112,12417,SO74413,21.98,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
480,20230105,20230117,20230112,12417,SO74413,2.29,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
485,20230105,20230117,20230112,16849,SO74414,21.98,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
214,20230105,20230117,20230112,16849,SO74414,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
222,20230105,20230117,20230112,11597,SO74415,34.99,2023-01-05,2023-01-17,2023-01-12,2023-01-05 00:00:00.000,7,12
225,20230106,20230118,20230113,12040,SO74416,8.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
528,20230106,20230118,20230113,12690,SO74417,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
535,20230106,20230118,20230113,12690,SO74417,24.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
480,20230106,20230118,20230113,12690,SO74417,2.29,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
538,20230106,20230118,20230113,25028,SO74418,21.49,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
480,20230106,20230118,20230113,25028,SO74418,2.29,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
478,20230106,20230118,20230113,28960,SO74419,9.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
477,20230106,20230118,20230113,28960,SO74419,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
222,20230106,20230118,20230113,28960,SO74419,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
214,20230106,20230118,20230113,13157,SO74420,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
479,20230106,20230118,20230113,19953,SO74421,8.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
477,20230106,20230118,20230113,19953,SO74421,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
481,20230106,20230118,20230113,19953,SO74421,8.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
529,20230106,20230118,20230113,11236,SO74422,3.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
217,20230106,20230118,20230113,11236,SO74422,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
539,20230106,20230118,20230113,29244,SO74423,24.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
529,20230106,20230118,20230113,29244,SO74423,3.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
480,20230106,20230118,20230113,29244,SO74423,2.29,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
538,20230106,20230118,20230113,11659,SO74424,21.49,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
535,20230106,20230118,20230113,11223,SO74425,24.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
465,20230106,20230118,20230113,11223,SO74425,24.49,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
538,20230106,20230118,20230113,27911,SO74426,21.49,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
529,20230106,20230118,20230113,27911,SO74426,3.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
540,20230106,20230118,20230113,16370,SO74427,32.60,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
540,20230106,20230118,20230113,24443,SO74428,32.60,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
480,20230106,20230118,20230113,24443,SO74428,2.29,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
528,20230106,20230118,20230113,23093,SO74429,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
536,20230106,20230118,20230113,23093,SO74429,29.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
222,20230106,20230118,20230113,23093,SO74429,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
478,20230106,20230118,20230113,21734,SO74430,9.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
477,20230106,20230118,20230113,21734,SO74430,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
478,20230106,20230118,20230113,13267,SO74431,9.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
477,20230106,20230118,20230113,13267,SO74431,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
478,20230106,20230118,20230113,13944,SO74432,9.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
528,20230106,20230118,20230113,23363,SO74433,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
485,20230106,20230118,20230113,14361,SO74434,21.98,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
217,20230106,20230118,20230113,14361,SO74434,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
228,20230106,20230118,20230113,14361,SO74434,49.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
528,20230106,20230118,20230113,16576,SO74435,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
537,20230106,20230118,20230113,16576,SO74435,35.00,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
222,20230106,20230118,20230113,16576,SO74435,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
231,20230106,20230118,20230113,16576,SO74435,49.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
463,20230106,20230118,20230113,16576,SO74435,24.49,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
541,20230106,20230118,20230113,27315,SO74436,28.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
530,20230106,20230118,20230113,27315,SO74436,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
222,20230106,20230118,20230113,27315,SO74436,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
530,20230106,20230118,20230113,14999,SO74437,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
480,20230106,20230118,20230113,14999,SO74437,2.29,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
484,20230106,20230118,20230113,14999,SO74437,7.95,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
530,20230106,20230118,20230113,28897,SO74438,4.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
217,20230106,20230118,20230113,28897,SO74438,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
485,20230106,20230118,20230113,12792,SO74439,21.98,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
487,20230106,20230118,20230113,12792,SO74439,54.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
485,20230106,20230118,20230113,12911,SO74440,21.98,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
482,20230106,20230118,20230113,12911,SO74440,8.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
222,20230106,20230118,20230113,11552,SO74441,34.99,2023-01-06,2023-01-18,2023-01-13,2023-01-06 00:00:00.000,7,12
538,20230107,20230119,20230114,25027,SO74442,21.49,2023-01-07,2023-01-19,2023-01-14,2023-01-07 00:00:00.000,7,12
